"X"	gene	Excel_gene	exTh17	YFPNeg	Th17	LN_Naive	LN_Memory
33337	Glg1	'Glg1	20.5417	18.8925	21.5635	27.401	19.3585
33338	Rfwd3	'Rfwd3	3.85864	2.23445	1.39875	2.91676	5.71773
33339	Mlkl	'Mlkl	0.854545	0.367264	0.392141	0	0.907328
33340	Fa2h	'Fa2h	0	0	0	0	0
33341	Wdr59	'Wdr59	0.714931	0.487867	0.0478126	1.03624	0.958347
33342	Ldhd	'Ldhd	1.49997	1.63563	0.360307	3.6936	1.07018
33343	Ctrb1	'Ctrb1	0	0	0	0	0
33344	mmu-mir-7076	'mmu-mir-7076	0	0	0	0	0
33345	Bcar1	'Bcar1	0.224733	0.00946647	0	0	0.0420652
33346	Cfdp1	'Cfdp1	104.671	110.826	150.572	135.587	103.601
33347	Tmem170	'Tmem170	0.979232	0.0560048	0.0280952	0.0980556	0.286309
33348	Chst5	'Chst5	0	0	0	0	0
33349	Tmem231	'Tmem231	1.13063	1.56146	1.6457	0	0.792828
33350	Adat1	'Adat1	0.954139	2.82341	3.46061	1.65818	4.93928
33351	Kars	'Kars	67.2593	63.5193	42.3333	71.7343	57.014
33352	Gm6793	'Gm6793	0.0613236	0.0883395	0	0.0146796	0.0186214
33353	Gm26994	'Gm26994	0	0	0	0	0
33354	Gm25766	'Gm25766	0	0	0	0	0
33355	Gm24291	'Gm24291	0	0	0	0	0
33356	Adamts18	'Adamts18	0	0	0	0	0
33357	4933408N05Rik	'4933408N05Rik	0.0101231	0	0	0.0505172	0.00944202
33358	Gm16116	'Gm16116	0.0879754	0	0	0	0
33359	Gm16117	'Gm16117	0	0	0	0	0
33360	Gm16118	'Gm16118	0	0	0	0	0
33361	Gm22556	'Gm22556	0	0	0	0	0
33362	Gm23677	'Gm23677	0.362484	0	0	0	0
33363	Maf	'Maf	93.7431	95.8346	84.6972	1.16528	35.9595
33364	Cdyl2	'Cdyl2	3.11167	3.65854	1.85991	7.05521	5.61623
33365	Gm10620	'Gm10620	0	0	0	0	0
33366	Cenpn,Cmc2	'\Cenpn,Cmc2\	57.7945	62.8876	153.518	35.9889	40.558
33367	1700030J22Rik	'1700030J22Rik	0.524766	0.013679	0.326204	0	0.114606
33368	Gcsh	'Gcsh	13.5699	35.1096	25.8576	23.7234	14.5684
33369	Pkd1l2	'Pkd1l2	0.292358	0.118553	0	0	0
33370	Gm20204	'Gm20204	0.062337	0.00615367	0.123587	0.0462345	0.0171702
33371	Cmip	'Cmip	0.946355	0.0209184	3.61569	0.23493	1.12027
33372	Gm22695	'Gm22695	0	0	0	0	0
33373	Sdr42e1	'Sdr42e1	1.15521	0.0971909	0.353683	0.182061	0.628713
33374	Mphosph6	'Mphosph6	71.3762	79.5258	85.7385	30.919	46.0878
33375	Gm24035	'Gm24035	0	0	0	0	0
33376	Slc38a8	'Slc38a8	0.743844	0	0	0	0.110114
33377	Mbtps1	'Mbtps1	7.69777	6.04588	6.95166	7.95626	15.6779
33378	Hsdl1	'Hsdl1	12.219	13.3411	3.55302	35.6723	30.6319
33379	Taf1c	'Taf1c	3.32564	4.63463	0.263612	6.32388	3.75762
33380	Rps13-ps4	'Rps13-ps4	0.658001	0.50635	0.476164	2.42993	1.13141
33381	Kcng4	'Kcng4	0	0	0	0	0
33382	Tldc1	'Tldc1	0.71105	0.631502	0.691577	1.51674	2.55918
33383	Cotl1	'Cotl1	322.146	346.704	339.561	276.376	286.318
33384	Pgbd5	'Pgbd5	0	0	0	0	0
33385	Agt	'Agt	0	0	0	0	0
33386	2310022B05Rik	'2310022B05Rik	0.970443	0.605514	0.0923369	1.77	0.680235
33387	Ttc13	'Ttc13	3.43145	2.47508	9.07838	6.23535	4.61251
33388	Fam89a	'Fam89a	1.5912	0.811699	0.956717	0	0.580502
33389	2810004N23Rik	'2810004N23Rik	15.4592	24.3325	7.35494	46.9494	32.0469
33390	Exoc8	'Exoc8	5.11237	5.09204	3.62342	3.57735	2.95256
33391	Egln1	'Egln1	13.1119	11.6835	9.29893	12.7222	12.6396
33392	Tsnax	'Tsnax	0.334994	0	0.107958	1.39974	0.558658
33393	Gm16237	'Gm16237	0	0	0	0	0
33394	Sipa1l2	'Sipa1l2	1.46341	1.78903	0.124655	1.0686	0.638712
33395	Pcnxl2	'Pcnxl2	0.00470795	0	0	0	0.0103365
33396	Gm17296	'Gm17296	0.19164	0.317745	0.621323	0.142685	0.445064
33397	Gm6091	'Gm6091	0	0	0	0	0
33398	Irf2bp2	'Irf2bp2	13.4403	10.7691	10.1946	7.87223	9.9377
33399	Tomm20	'Tomm20	16.6951	16.844	12.8572	14.5675	12.0322
33400	Gm26397	'Gm26397	0	0	0	0	0
33401	Rbm34	'Rbm34	7.35299	7.01271	4.20854	6.88824	4.78738
33402	mmu-mir-21c	'mmu-mir-21c	0	0	0	0	0
33403	Ccdc7	'Ccdc7	0	0	0	0	0
33404	Gm22374	'Gm22374	0	0	0	0	0
33405	Gm10999	'Gm10999	0	0	0	0	0
33406	2610044O15Rik8	'2610044O15Rik8	7.59381	17.4267	12.1313	18.1054	16.434
33407	Arhgef10	'Arhgef10	0.452052	1.22541	0	0	0.2402
33408	Snx25	'Snx25	0.976828	0.560041	1.63507	0.489039	0.455326
33409	Klhl2	'Klhl2	0.299011	0.333463	0	0.644934	0.382139
33410	Myo9b	'Myo9b	0.282369	0.319816	0.0531844	1.56503	0.542855
33411	Eps15l1	'Eps15l1	1.13874	0.0225874	0	0.532903	1.92634
33412	Med26	'Med26	0.417645	0.135527	0.178929	0.501902	0.240358
33413	Nlrc5	'Nlrc5	1.72636	0.584367	2.17276	1.18197	1.30266
33414	Nfatc3	'Nfatc3	1.08053	1.26746	0.199988	0.979816	1.65599
33415	Wwox	'Wwox	0.193819	0.216857	0	0.024131	0.055296
33416	Wwox	'Wwox	0.129551	0.175264	2.00953	0	0.0961133
33417	Gm26759	'Gm26759	0.832999	0.0120366	0.0854653	0	0.00594519
33418	Gm10722	'Gm10722	0.0244385	0.384514	0	0	0
33419	Gm11168	'Gm11168	0.133582	0.374104	0.183072	0.0801237	0.102571
33420	Gm10721	'Gm10721	0	0	0	0	0.0511377
33421	Gm10720	'Gm10720	0.0521346	0.222709	0.371054	0	0.02641
33422	Gm10719	'Gm10719	0.0977574	0.146637	0.453394	0	0.101129
33423	Gm10718	'Gm10718	0.023071	0.145118	0	0	0.0257993
33424	Gm10717	'Gm10717	0.440609	0.482885	0.320462	0.0451595	0.428654
33425	Gm17535	'Gm17535	0.0233762	0.198564	0.183767	0	0.202637
33426	Gm10715	'Gm10715	0.0233321	0	0	0	0
33427	Alkbh8	'Alkbh8	2.39236	4.98397	1.40515	4.65279	5.15876
33428	Gm24918	'Gm24918	0	0	0	0	0
33429	Gm23275	'Gm23275	0	0	0	0	0
33430	Cwf19l2	'Cwf19l2	19.1095	39.3479	26.6001	32.9437	30.5002
33431	Gucy1a2	'Gucy1a2	0	0	0	0	0
33432	Kbtbd3	'Kbtbd3	17.5298	14.0867	25.3528	19.9548	15.8937
33433	Msantd4	'Msantd4	3.38644	5.81857	3.23805	3.04114	5.3825
33434	Gm24896	'Gm24896	0	0	0	0	0
33435	Casp1	'Casp1	27.248	43.254	47.2338	2.6584	44.7659
33436	Casp4	'Casp4	15.4533	29.3346	8.56444	0.0992365	18.6914
33437	Casp12	'Casp12	0.00539383	0	0	0	0
33438	Pdgfd	'Pdgfd	0	0.0165878	0	0	0
33439	Dcun1d5	'Dcun1d5	65.1	89.3792	64.2837	62.8417	82.0681
33440	Mmp13	'Mmp13	0	0	0	0	0
33441	Mmp12	'Mmp12	4.37705	3.73651	0.410995	0.0537385	0.0499221
33442	Mmp3	'Mmp3	0	0	0	0	0
33443	Mmp1a	'Mmp1a	0	0	0	0	0
33444	Mmp10	'Mmp10	0.35165	1.59008	0	0	0
33445	Mmp8	'Mmp8	2.02693	2.99696	0.778187	0	0
33446	Mmp27	'Mmp27	0	0	0	0	0
33447	Mmp20	'Mmp20	0	0	0	0	0
33448	Mmp7	'Mmp7	0	0	0	0	0
33449	Gm10709	'Gm10709	0.522683	1.20985	1.54029	1.6154	1.49618
33450	Tmem123	'Tmem123	107.79	85.9586	136.146	44.676	52.8324
33451	Gm23685	'Gm23685	0	0	0	0	0
33452	Gm20416	'Gm20416	0	0	0	0	0
33453	1700128F08Rik	'1700128F08Rik	0.0281083	0	0	0.0502871	0
33454	Mir1899	'Mir1899	0	0	0	0	0
33455	Trpc6	'Trpc6	0	0	0	0	0
33456	Pgr	'Pgr	0	0	0	0	0
33457	Gm16485	'Gm16485	0	0	0	0	0
33458	Gm16833	'Gm16833	0	0	0	0	0
33459	Gm22815	'Gm22815	0	0	0	0	0
33460	mmu-mir-6237	'mmu-mir-6237	0	0	0	0	0
33461	Gm25365	'Gm25365	0	0	0	0	0
33462	Gm21070	'Gm21070	0	0	0	0	0
33463	Ccdc82	'Ccdc82	19.7458	15.9707	28.7606	17.1389	17.8014
33464	Gm26189	'Gm26189	0	0	0	0	0
33465	Gm17571,Phxr4	'\Gm17571,Phxr4\	11.1921	4.69242	6.69976	10.7908	12.9942
33466	Gm22643,Maml2	'\Gm22643,Maml2\	11.3181	11.458	4.39248	20.266	10.7829
33467	Maml2	'Maml2	0.0302541	0.640973	0	4.94936	1.1001
33468	Mtmr2	'Mtmr2	9.08514	9.37704	2.17609	6.42606	7.76413
33469	Fam76b	'Fam76b	2.77087	2.94548	4.58413	6.57363	4.1098
33470	Sesn3	'Sesn3	11.4674	13.985	7.33587	28.1665	25.7654
33471	Cwc15	'Cwc15	170.075	240.231	239.784	199.825	182.368
33472	Gm10706	'Gm10706	0	0	0	0	0
33473	Gm15586	'Gm15586	0	0	0	0	0
33474	Mre11a	'Mre11a	5.60291	2.94268	0.75159	5.90867	4.34876
33475	Gm16302	'Gm16302	0	0	0	0.151553	0.0510897
33476	Gpr83	'Gpr83	0.0141722	0.314941	1.21647	10.0718	7.26944
33477	Gm23235	'Gm23235	0	0	0	0	0
33478	Vstm5	'Vstm5	0	0	0	0	0
33479	Taf1d	'Taf1d	32.6311	60.8234	34.9438	42.497	29.0689
33480	Gm25500	'Gm25500	0	0	0	0	0
33481	Gm24455	'Gm24455	1.1335	0	0	0	0
33482	Gm24299	'Gm24299	0	0	0	0	0
33483	Gm25791	'Gm25791	0	7.41969	0	0	0
33484	Gm22620	'Gm22620	0	0	0	4.05507	2.00364
33485	Gm24357	'Gm24357	0.690819	0.453123	0.750829	0.645014	0.720357
33486	Gm23455	'Gm23455	0	0	69.6547	16.9438	0
33487	Gm22579	'Gm22579	0	0	0	0	0
33488	Gm16568	'Gm16568	0.844684	0.0219588	0.082575	0.0686187	0.245637
33489	Smco4	'Smco4	25.0097	25.735	77.9153	5.41348	26.2072
33490	Slc36a4	'Slc36a4	2.66965	1.91595	5.73631	0.87919	0.888282
33491	Gm5611	'Gm5611	0.714587	1.49742	1.01481	1.60525	0.886413
33492	Chordc1	'Chordc1	21.9302	14.6212	14.2912	32.8563	24.6924
33493	Ubtfl1	'Ubtfl1	0	0	0	0	0
33494	Gm5612	'Gm5612	0.0389119	0	0.175997	0	0.0958497
33495	Mbd3l2	'Mbd3l2	0	0	0	0	0
33496	Mbd3l1	'Mbd3l1	0	0	0	0	0
33497	Gm25295	'Gm25295	0	0	0	0	0
33498	Gm24546	'Gm24546	0	0	0	0	0
33499	Olfr829	'Olfr829	0	0	0	0	0
33500	Olfr830	'Olfr830	0	0	0	0	0
33501	Olfr832	'Olfr832	0	0	0	0	0
33502	Olfr834	'Olfr834	0	0	0	0	0
33503	Olfr835	'Olfr835	0	0	0	0	0
33504	Olfr836	'Olfr836	0	0	0	0	0
33505	Olfr837	'Olfr837	0	0	0	0	0
33506	Olfr844	'Olfr844	0	0	0	0	0
33507	Olfr845	'Olfr845	0	0	0	0	0
33508	Gm23048	'Gm23048	0	0	0	0	0
33509	Olfr849	'Olfr849	0	0	0	0	0
33510	Olfr851	'Olfr851	0	0	0	0	0
33511	Olfr855	'Olfr855	0	0	0	0	0
33512	Zfp317	'Zfp317	3.46066	3.9605	0.821874	1.20257	5.04587
33513	Olfr857	'Olfr857	0	0	0	0	0
33514	Olfr58	'Olfr58	0	0	0	0	0
33515	Olfr859	'Olfr859	0	0	0	0	0
33516	Olfr77	'Olfr77	0	0	0	0	0
33517	Gm26231	'Gm26231	0	0	0	0	0
33518	Olfr868	'Olfr868	0	0	0	0	0
33519	Olfr869	'Olfr869	0	0	0	0	0
33520	Gm25914	'Gm25914	0	0	0	0	0
33521	Olfr871	'Olfr871	0	0	0	0	0
33522	Olfr872	'Olfr872	0	0	0	0	0
33523	Olfr39	'Olfr39	0	0	0	0	0
33524	Olfr873	'Olfr873	0	0	0	0	0
33525	Gm26733	'Gm26733	0.0721711	0.488426	1.32857	0.264997	0.12813
33526	Gm23316	'Gm23316	0	0	0	0	0
33527	Zfp846	'Zfp846	4.7367	1.51574	2.72448	2.20537	1.14011
33528	5730577I03Rik	'5730577I03Rik	0.218677	0.458692	1.03064	0.0866485	0.34658
33529	Ubl5	'Ubl5	734.064	931.6	1048.43	521.646	768.303
33530	Pin1	'Pin1	27.6665	30.7412	48.7371	17.3059	15.1174
33531	Gm26274	'Gm26274	0	0	0	0	0
33532	Rdh8	'Rdh8	0	0	0	0	0
33533	A230050P20Rik	'A230050P20Rik	0.392728	0.737748	0.0316037	1.05573	1.60708
33534	Gm24067,Ppan	'\Gm24067,Ppan\	12.4178	11.7174	10.7735	10.6461	8.3427
33535	Gm23008	'Gm23008	0	0	0	0	0
33536	Mrpl4	'Mrpl4	106.741	91.6307	160.795	85.847	84.9453
33537	Icam1	'Icam1	16.6279	19.2031	24.2788	4.18891	8.65994
33538	Icam4	'Icam4	1.94673	3.79136	0.448333	1.12471	1.3181
33539	Icam5	'Icam5	0.0407329	0.134983	0	0	0.0856851
33540	1700084C06Rik	'1700084C06Rik	1.95542	2.71247	1.45507	5.09854	1.97286
33541	Pde4a	'Pde4a	1.86552	2.0208	1.05876	0.173564	0.507443
33542	Gm16754	'Gm16754	0.115699	0.0784316	0	0.443406	0.455411
33543	Atg4d	'Atg4d	9.17132	10.3149	7.00578	3.95859	3.93628
33544	Slc44a2	'Slc44a2	26.0104	25.5168	11.9234	52.2599	44.9287
33545	Ilf3	'Ilf3	15.4577	12.511	10.8422	15.7666	22.4938
33546	Qtrt1	'Qtrt1	14.5031	11.3239	11.4537	35.8582	9.83491
33547	Dnm2	'Dnm2	34.3312	23.6641	23.168	29.282	35.615
33548	Dnm2	'Dnm2	0.401227	1.38767	5.86559	2.00252	1.01112
33549	AB124611	'AB124611	32.7449	62.6031	40.7661	98.3292	68.7969
33550	Carm1	'Carm1	1.56314	1.83494	1.13173	0.930826	1.65129
33551	1810026J23Rik	'1810026J23Rik	3.49691	3.89521	5.00351	6.85368	2.09301
33552	Smarca4,uc_338	'\Smarca4,uc_338\	12.82	8.02818	11.6303	9.57724	12.0006
33553	Ldlr	'Ldlr	5.83327	2.07093	4.03458	1.67386	2.36889
33554	Gm6484	'Gm6484	0.47451	0.359771	0	0	0
33555	Gm6484	'Gm6484	0.0413156	0	0	0	0.0191825
33556	Ccdc159	'Ccdc159	0	0	0	0	0
33557	BC018242	'BC018242	0.0308399	0	0	0	0.076319
33558	Swsap1	'Swsap1	3.53636	4.63923	1.912	1.01189	4.04387
33559	Prkcsh	'Prkcsh	21.5539	19.9073	34.6876	17.5059	16.0029
33560	Gm16845	'Gm16845	1.9074	3.1175	9.57009	3.36135	2.68355
33561	Ecsit	'Ecsit	0.574942	1.74747	0.21878	0.889144	0.761421
33562	Cnn1	'Cnn1	0	0	0	0	0
33563	Pigyl	'Pigyl	17.4376	24.3642	28.4837	40.1089	37.6719
33564	Zfp872	'Zfp872	0.013209	0.0219076	0	0	0.120856
33565	Zfp809	'Zfp809	7.49627	12.8894	9.80652	9.57653	13.3104
33566	9530077C05Rik	'9530077C05Rik	0.321596	0.721211	1.35295	0.772828	0.152636
33567	Gm17545	'Gm17545	0	0	0	0	0
33568	Bbs9	'Bbs9	3.97183	2.18283	2.59676	10.8377	5.73005
33569	Bmper	'Bmper	0	0	0	0	0.0222483
33570	Npsr1	'Npsr1	0	0	0	0	0
33571	Gm10701	'Gm10701	0	0	0	0	0
33572	Gm22380	'Gm22380	0	0	0	0	0
33573	Cypt4	'Cypt4	0	0	0	0	0
33574	Gm23893	'Gm23893	0	0	0	0	0
33575	Gm10181	'Gm10181	0	0	0	0	0
33576	Gm10180	'Gm10180	0.224025	0.0707139	0.0189442	0.00591154	0.0106001
33577	07-sep	'7-Sep	118.755	131.294	98.385	171.776	142.55
33578	Eepd1	'Eepd1	2.13753	1.47753	6.23079	0.00938812	0.2637
33579	B3gat1	'B3gat1	0	0	0	0	0
33580	Thyn1	'Thyn1	24.1869	24.3927	30.0536	34.3112	51.5001
33581	Ncapd3	'Ncapd3	2.71898	2.50175	1.55709	3.0663	2.99541
33582	Igsf9b	'Igsf9b	0.301	0.0152478	0.0769025	0	0.11647
33583	Spata19	'Spata19	0	0	0	0	0
33584	Opcml	'Opcml	0.200448	0	0	0	0.0237406
33585	Gm15606	'Gm15606	0	0	0	0	0
33586	Gm15520	'Gm15520	0	0	0	0	0
33587	Snx19	'Snx19	2.20815	3.89789	2.35567	4.60194	7.07139
33588	Adamts8	'Adamts8	0	0	0	0	0
33589	Zbtb44	'Zbtb44	1.76563	1.65111	1.40766	1.45808	1.57568
33590	Gm16071	'Gm16071	0	0	0	0	0.0213552
33591	Gm7244	'Gm7244	0	0	0	0	0
33592	Prdm10	'Prdm10	4.32939	1.4867	16.4328	4.05637	2.44771
33593	Nfrkb	'Nfrkb	5.91029	6.75919	10.6434	14.0834	7.84781
33594	Arhgap32	'Arhgap32	0	0.208806	0.0113223	0	0.0251854
33595	Kcnj1	'Kcnj1	0	0.374183	0.033184	0	0.175254
33596	RP24-88B13.6	'RP24-88B13.6	4.19797	3.88271	6.83255	2.29009	5.3089
33597	RP24-88B13.1	'RP24-88B13.1	0	0	0	0	0
33598	Ets1	'Ets1	432.391	295.972	280.946	332.19	304.969
33599	RP23-93M1.2	'RP23-93M1.2	0.0169168	0	0	0	0
33600	RP24-308I2.1	'RP24-308I2.1	0.650846	0.0626325	0.25415	0	0.0201939
33601	RP24-86O15.2	'RP24-86O15.2	0.0713779	0	0	0	0
33602	Gm10698	'Gm10698	4.7391	1.04749	0.962041	0.545699	2.49425
33603	Gm25439	'Gm25439	0	0	0	0	0
33604	RP23-443L14.1	'RP23-443L14.1	0	0	0	0	0
33605	RP24-480M3.1	'RP24-480M3.1	0	0	0	0	0
33606	RP24-480M3.2	'RP24-480M3.2	0	0	0	0	0
33607	RP23-175E16.1	'RP23-175E16.1	0	0	0	0	0
33608	Kirrel3,RP24-225I21.1	'\Kirrel3,RP24-225I21.1\	0	0	0	0.0633063	0.174944
33609	Gm23702	'Gm23702	0	0	0	0	0
33610	4930581F22Rik	'4930581F22Rik	0.405348	0.238823	0	0.0113949	2.33132
33611	Gm24262	'Gm24262	0	0	0	0	0
33612	Srpr	'Srpr	52.0994	49.6336	61.1958	34.675	33.2197
33613	Rpusd4	'Rpusd4	14.4203	9.30713	6.52871	15.9648	12.2271
33614	Cdon	'Cdon	2.23404	1.29487	1.66081	1.82978	1.86015
33615	Gm25630	'Gm25630	1.14235	0.912209	0	0.840058	0.861607
33616	Pus3	'Pus3	0.120987	0.408576	0.112626	0.438283	0.194691
33617	Pate2	'Pate2	0	0	0	0	0.0175797
33618	Gm17677	'Gm17677	0	0	0	0	0
33619	9230113P08Rik	'9230113P08Rik	0	0	0	0	0
33620	Gm7257	'Gm7257	0	0	0	0	0
33621	Gm9513	'Gm9513	0	0	0	0	0
33622	RP23-265F16.5	'RP23-265F16.5	0	0	0	0	0
33623	RP23-265F16.2	'RP23-265F16.2	0	0	0	0	0
33624	Acrv1	'Acrv1	0	0	0	0	0
33625	Gm26787	'Gm26787	0	0	0	0	0
33626	Fez1	'Fez1	0	0	0	0	0
33627	Gm3896	'Gm3896	0	0	0	0	0
33628	n-R5s82	'n-R5s82	0	0	0	0	0
33629	Tmem218	'Tmem218	4.4215	1.37057	24.9446	3.87188	3.80964
33630	Gm10177	'Gm10177	13.3612	17.9456	19.2605	13.4246	23.9899
33631	Hepacam	'Hepacam	0	0	0	0	0
33632	Robo4	'Robo4	0	0	0	0	0
33633	Msantd2	'Msantd2	2.73249	0.749471	3.28614	0.772064	2.08639
33634	Esam,Vsig2	'\Esam,Vsig2\	0.511591	1.97468	6.56638	0	0
33635	Siae	'Siae	3.24647	2.1794	1.3423	2.52112	5.22399
33636	Gm8343	'Gm8343	0.0146354	0	0	0	0
33637	Tpt1-ps5	'Tpt1-ps5	0.294111	0.358131	0.394731	0.506387	0.182168
33638	Olfr874	'Olfr874	0	0	0	0	0
33639	Olfr875	'Olfr875	0	0	0	0	0
33640	Olfr876	'Olfr876	0	0	0	0	0
33641	Olfr877	'Olfr877	0	0	0	0	0
33642	Olfr145	'Olfr145	0	0	0	0	0
33643	Olfr878	'Olfr878	0	0	0	0	0
33644	Olfr881	'Olfr881	0	0	0	0	0
33645	Olfr883	'Olfr883	0	0	0	0	0
33646	Olfr884	'Olfr884	0	0	0	0	0
33647	Olfr885	'Olfr885	0	0	0	0	0
33648	Olfr887	'Olfr887	0	0	0	0	0
33649	Olfr888	'Olfr888	0	0	0	0	0
33650	Olfr889	'Olfr889	0	0	0	0	0
33651	Olfr890	'Olfr890	0	0	0	0	0
33652	Gm17798	'Gm17798	0	0	0	0	0
33653	Olfr892-ps1	'Olfr892-ps1	0	0	0	0	0
33654	Olfr893	'Olfr893	0	0	0	0	0
33655	Olfr894	'Olfr894	0	0	0	0	0
33656	Olfr143	'Olfr143	0	0	0	0	0
33657	Olfr895	'Olfr895	0	0	0	0	0
33658	Olfr25	'Olfr25	0	0	0	0	0
33659	Olfr898	'Olfr898	0	0	0	0	0
33660	Olfr250	'Olfr250	0	0	0	0	0
33661	Olfr251	'Olfr251	0	0	0	0	0
33662	Olfr147	'Olfr147	0	0	0	0	0
33663	Olfr901	'Olfr901	0	0	0	0	0
33664	Olfr902	'Olfr902	0	0	0	0	0
33665	Olfr904	'Olfr904	0	0	0	0	0
33666	Olfr905	'Olfr905	0	0	0	0	0
33667	Olfr906	'Olfr906	0	0	0	0	0
33668	Olfr907	'Olfr907	0	0	0	0	0
33669	Gm23271	'Gm23271	0	0	0	0	0
33670	Olfr908	'Olfr908	0	0	0	0	0
33671	Olfr911-ps1	'Olfr911-ps1	0	0	0	0	0
33672	Olfr910	'Olfr910	0	0	0	0	0
33673	Olfr912	'Olfr912	0	0	0	0	0
33674	Olfr913	'Olfr913	0	0	0	0	0
33675	Olfr914	'Olfr914	0	0	0	0	0
33676	Vwa5a	'Vwa5a	4.04265	4.83437	3.18108	3.99692	8.71416
33677	Olfr920	'Olfr920	0	0	0	0	0
33678	Olfr921	'Olfr921	0	0	0	0	0
33679	Olfr922	'Olfr922	0	0	0	0	0
33680	Olfr923	'Olfr923	0	0	0	0	0
33681	Olfr924	'Olfr924	0	0	0	0	0
33682	Olfr26	'Olfr26	0	0	0	0	0
33683	Olfr926	'Olfr926	0	0	0	0	0
33684	Olfr930	'Olfr930	0	0	0	0	0
33685	Olfr933	'Olfr933	0	0	0	0	0
33686	Gm25032	'Gm25032	0	0	0	0	0
33687	Olfr27	'Olfr27	0	0	0	0	0
33688	Olfr943	'Olfr943	0	0	0	0	0
33689	Olfr944	'Olfr944	0	0	0	0	0
33690	Olfr951	'Olfr951	0	0	0	0	0
33691	Olfr954	'Olfr954	0	0	0	0	0
33692	Olfr148	'Olfr148	0	0	0	0	0
33693	Olfr960	'Olfr960	0	0	0	0	0
33694	Olfr961	'Olfr961	0	0	0	0	0
33695	Olfr963	'Olfr963	0	0	0	0	0
33696	Olfr965	'Olfr965	0	0	0	0	0
33697	Olfr150	'Olfr150	0	0	0	0	0
33698	Olfr967	'Olfr967	0	0	0	0	0
33699	Olfr969	'Olfr969	0	0	0	0	0
33700	Olfr970	'Olfr970	0	0	0	0	0
33701	Olfr971	'Olfr971	0	0	0	0	0
33702	Olfr972	'Olfr972	0	0	0	0	0
33703	Olfr229	'Olfr229	0	0	0	0	0
33704	Olfr974	'Olfr974	0	0	0	0	0
33705	Olfr978	'Olfr978	0	0	0	0	0
33706	Olfr981	'Olfr981	0	0	0	0	0
33707	Olfr982	'Olfr982	0	0	0	0	0
33708	Tmem225	'Tmem225	0	0	0	0	0
33709	Olfr986	'Olfr986	0	0	0	0	0
33710	Zfp202	'Zfp202	0.0127917	0.234977	0	0.394675	0.235727
33711	Scn3b	'Scn3b	0.00289619	0.0520945	0	0	0
33712	1700110K17Rik	'1700110K17Rik	0.0137807	0.115934	0	0	0.0175977
33713	Gm17540	'Gm17540	0	0.0140222	0	0	0
33714	Gm21915	'Gm21915	0	0	0	0	0
33715	Clmp	'Clmp	0.415719	0.234105	3.21672	0	0.119898
33716	Hspa8,Snord14c,Snord14d,Snord14e	'\Hspa8,Snord14c,Snord14d,Snord14e\	493.127	584.996	416.488	521.077	420.704
33717	Bsx	'Bsx	0	0	0	0	0
33718	Mir100	'Mir100	0	0	0	0	0
33719	Mirlet7a-2	'Mirlet7a-2	0	0	0	0	0
33720	2610203C20Rik	'2610203C20Rik	0	0	0	0	0
33721	Mir125b-1	'Mir125b-1	0	0	0	0	0
33722	Gm8707	'Gm8707	0	0	0	0	0
33723	Gm16214	'Gm16214	2.11152	2.44697	1.5265	0.0172354	0.447308
33724	Gm16322	'Gm16322	0	0	0	0	0
33725	D630033O11Rik	'D630033O11Rik	0.361125	0	0	0	0
33726	Trim29	'Trim29	0.691525	0	0.17218	0	0
33727	Pvrl1	'Pvrl1	0.426371	0.319817	0.394848	0.00504951	0.160287
33728	Gm3898	'Gm3898	0	0	0	0	0
33729	Thy1	'Thy1	431.472	381.491	655.075	229.025	279.745
33730	Usp2	'Usp2	15.7184	17.3568	24.8611	6.98457	1.44639
33731	C1qtnf5,Mfrp	'\C1qtnf5,Mfrp\	0	0	0.227319	0	0.00732552
33732	Gm26737	'Gm26737	0.670837	0.688488	0.438599	0.395744	0.332564
33733	Mcam	'Mcam	0.450657	0.987227	1.99602	0	0
33734	Ccdc153	'Ccdc153	0	0	0	0	0
33735	Dpagt1	'Dpagt1	8.24566	3.3236	6.45287	5.2605	9.56613
33736	H2afx	'H2afx	25.8573	9.79954	14.2122	10.5712	27.5475
33737	Hmbs	'Hmbs	1.17816	0.446804	0	0.2368	0.476331
33738	Gm22141	'Gm22141	0	0	0	0	0
33739	Hyou1	'Hyou1	6.33576	4.17972	7.47408	3.99017	4.13685
33740	Slc37a4	'Slc37a4	2.96433	4.47117	1.93557	1.05441	4.99356
33741	mmu-mir-7085	'mmu-mir-7085	0	0	0	0	0
33742	Rps25	'Rps25	2022.96	2713.97	2138.5	3988.81	3135.03
33743	Gm9830	'Gm9830	6.57171	3.75241	5.31943	4.69053	3.22233
33744	C030014I23Rik	'C030014I23Rik	0	0	0.0583685	0	0.227436
33745	Bcl9l	'Bcl9l	0.383506	0.20982	0.54483	2.73219	1.61037
33746	Ddx6	'Ddx6	41.8734	37.475	47.143	29.7589	30.9628
33747	Treh	'Treh	0	0	0	0	0
33748	Ift46	'Ift46	18.5777	21.7725	13.1534	17.1142	19.9384
33749	Gm26249	'Gm26249	0	0	0	0	0
33750	Cd3d	'Cd3d	432.342	660.082	628.254	1090.95	935.952
33751	Mpzl2	'Mpzl2	0.683934	0.919153	0	0	0
33752	Mpzl3	'Mpzl3	5.62096	4.70719	4.21049	3.27101	3.47025
33753	Amica1	'Amica1	27.4905	27.9307	32.3719	8.12966	6.92661
